yr,mag,inj,fat
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,2,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,2,0
1992,1,1,0
1992,0,0,0
1992,0,0,0
1992,0,4,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,2,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,2,3,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,3,30,1
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,2,1,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,6,0
1992,0,0,0
1992,0,0,0
1992,0,4,0
1992,0,0,0
1992,2,1,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,2,1,0
1992,2,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,1,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,3,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,2,0,1
1992,1,0,0
1992,3,75,3
1992,0,0,0
1992,1,2,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,3,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,2,9,0
1992,1,0,0
1992,1,0,0
1992,2,0,0
1992,2,16,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,2,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,1,0
1992,1,0,0
1992,2,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,3,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,2,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,1,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,2,11,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,3,1,0
1992,2,6,0
1992,4,16,0
1992,2,0,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,2,0,0
1992,3,2,0
1992,2,0,0
1992,1,0,0
1992,2,4,0
1992,2,0,0
1992,3,6,0
1992,3,11,0
1992,2,0,0
1992,2,0,0
1992,1,0,0
1992,2,0,0
1992,1,0,0
1992,3,105,0
1992,4,0,0
1992,4,122,12
1992,1,4,0
1992,4,20,0
1992,1,0,0
1992,1,0,2
1992,2,1,1
1992,0,0,0
1992,1,2,0
1992,2,15,0
1992,2,0,0
1992,0,0,0
1992,2,0,0
1992,2,7,0
1992,1,3,1
1992,1,0,0
1992,0,0,0
1992,2,5,0
1992,1,8,0
1992,2,6,0
1992,2,12,0
1992,0,1,0
1992,1,0,0
1992,2,4,0
1992,2,4,0
1992,2,0,0
1992,1,10,0
1992,1,0,0
1992,4,46,0
1992,3,7,1
1992,2,3,0
1992,1,0,0
1992,1,0,0
1992,3,3,0
1992,0,0,0
1992,3,1,0
1992,3,0,0
1992,2,1,0
1992,1,1,0
1992,0,0,0
1992,0,0,0
1992,0,0,0
1992,3,0,0
1992,4,86,5
1992,4,10,1
1992,4,9,1
1992,3,0,0
1992,1,0,0
1992,2,0,0
1992,1,0,0
1992,4,0,0
1992,2,0,0
1992,1,1,0
1992,2,0,0
1992,1,0,0
1992,3,21,0
1992,4,1,0
1992,1,0,0
1992,2,0,0
1992,3,9,1
1992,3,0,0
1992,1,0,0
1992,2,0,0
1992,3,9,1
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,13,0
1992,1,0,0
1992,0,0,0
1992,3,10,2
1992,1,0,0
1992,1,0,0
1992,3,0,0
1992,3,44,0
1992,0,0,0
1992,1,1,0
1992,0,0,0
1992,1,9,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,1,0,0
1992,1,2,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,0,0,0
1992,0,0,0
1992,1,0,0
1992,1,0,0
1992,0,0,0
1992,1,4,0
1992,1,0,0
1992,0,0,0
1992,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,1,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,2,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,3,6,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,3,3,0
1993,3,55,1
1993,1,3,0
1993,1,0,0
1993,3,17,0
1993,3,5,0
1993,3,35,1
1993,0,0,0
1993,1,1,0
1993,3,3,0
1993,1,1,0
1993,1,1,0
1993,1,0,0
1993,2,2,1
1993,1,1,0
1993,1,2,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,10,3
1993,1,3,0
1993,0,0,0
1993,0,11,0
1993,2,0,0
1993,1,4,1
1993,2,60,1
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,1,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,2,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,2,5,0
1993,1,0,0
1993,1,0,0
1993,2,39,3
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,3,0
1993,0,0,0
1993,1,0,0
1993,2,2,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,4,0
1993,0,0,0
1993,1,0,0
1993,2,3,0
1993,4,100,7
1993,3,30,0
1993,2,1,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,2,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,3,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,3,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,3,0,0
1993,3,0,0
1993,1,0,0
1993,3,0,0
1993,3,0,0
1993,4,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,1,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,2,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,1,0,0
1993,0,0,0
1993,2,1,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,4,6,1
1993,2,0,0
1993,2,0,0
1993,1,0,0
1993,3,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,1,4,0
1993,2,0,0
1993,2,0,0
1993,0,0,0
1993,3,0,0
1993,3,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,2,63,1
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,2,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,2,0
1993,1,0,0
1993,0,0,0
1993,1,1,0
1993,0,0,0
1993,0,0,0
1993,1,6,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,3,2,0
1993,2,0,0
1993,3,0,0
1993,3,0,0
1993,0,0,0
1993,1,2,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,3,0,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,2,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,3,0,0
1993,4,5,0
1993,4,4,0
1993,3,0,0
1993,3,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,2,5,0
1993,0,0,0
1993,1,6,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,3,0,0
1993,0,0,0
1993,0,0,0
1993,1,2,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,1
1993,0,1,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,2,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,2,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,1,0
1993,3,0,0
1993,3,0,0
1993,3,0,0
1993,3,0,0
1993,3,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,2,0
1993,0,1,0
1993,3,0,0
1993,3,0,0
1993,3,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,2,0
1993,0,0,0
1993,2,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,3,3,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,1,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,1,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,1,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,1,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,3,8,0
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,1,0
1993,1,2,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,3,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,3,6,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,3,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,2,1,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,12,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,4,246,4
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,3,0,0
1993,1,0,0
1993,1,10,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,2
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,2,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,3,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,2,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,2
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,3,0
1993,1,0,0
1993,1,2,0
1993,1,0,0
1993,2,0,0
1993,2,5,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,1,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,2,2,0
1993,1,0,0
1993,0,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,1,2,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,2,0,0
1993,2,0,0
1993,1,0,0
1993,1,0,0
1993,2,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,2,0,0
1993,0,0,0
1993,1,0,0
1993,1,0,0
1993,1,0,0
1993,2,12,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,1
1993,1,0,0
1993,2,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,0,0
1993,1,4,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,1,1,0
1993,0,0,0
1993,2,27,3
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,0,0,0
1993,1,1,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,2,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,2,11,0
1993,1,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,26,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,1,0,0
1993,1,3,0
1993,0,0,0
1993,1,3,0
1993,0,0,0
1993,0,0,0
1993,0,0,0
1993,2,0,0
1993,1,1,0
1994,0,0,0
1994,1,1,0
1994,0,0,0
1994,0,0,0
1994,0,0,0
1994,0,0,0
1994,0,0,0
1994,0,0,0
1994,2,7,0
1994,0,0,0
1994,1,0,0
1994,1,0,0
1994,0,0,0
1994,0,0,0
1994,0,0,0
1994,0,0,0
1994,2,2,0
1994,0,0,0
1994,2,0,0
1994,0,0,0
1994,0,0,0
1994,1,5,0
1994,0,0,0
1994,1,0,0
1994,0,0,0
1994,0,2,0
1994,0,0,0
1994,0,0,0
